message,date,timestamp
你看你牛的,2026-05-10T08:02:30.735Z,1778400150735 
上头了,2026-05-10T08:02:30.660Z,1778400150660 
？,2026-05-10T08:02:30.445Z,1778400150445 
又在幻想了,2026-05-10T08:02:30.442Z,1778400150442 
不PC不下播,2026-05-10T08:02:30.430Z,1778400150430 
免费的艾斯比发一发,2026-05-10T08:02:30.361Z,1778400150361 
？,2026-05-10T08:02:30.337Z,1778400150337 
千万别下播,2026-05-10T08:02:30.216Z,1778400150216 
满神我们买20w豆子下播吧满神我们买20w豆子下播吧满神我们买20w豆子下播吧满,2026-05-10T08:02:30.172Z,1778400150172 
你嘴里有实话吗,2026-05-10T08:02:30.066Z,1778400150066 
艾斯比,2026-05-10T08:02:29.954Z,1778400149954 
黏住,2026-05-10T08:02:29.851Z,1778400149851 
嘴里有一句准话吗,2026-05-10T08:02:29.701Z,1778400149701 
区,2026-05-10T08:02:29.677Z,1778400149677 
接了,2026-05-10T08:02:29.527Z,1778400149527 
还能睡觉吗,2026-05-10T08:02:28.972Z,1778400148972 
理发店,2026-05-10T08:02:28.861Z,1778400148861 
下辈子了,2026-05-10T08:02:28.789Z,1778400148789 
又在骗人,2026-05-10T08:02:28.734Z,1778400148734 
千万别下播,2026-05-10T08:02:28.624Z,1778400148624 
?,2026-05-10T08:02:28.490Z,1778400148490 
好,2026-05-10T08:02:28.471Z,1778400148471 
满姐，咱家有钱了,2026-05-10T08:02:28.157Z,1778400148157 
赌瘾犯了,2026-05-10T08:02:28.105Z,1778400148105 
咦,2026-05-10T08:02:27.868Z,1778400147868 
😅,2026-05-10T08:02:27.754Z,1778400147754 
有啥可气的,2026-05-10T08:02:27.682Z,1778400147682 
乖,2026-05-10T08:02:27.631Z,1778400147631 
闹麻了,2026-05-10T08:02:27.606Z,1778400147606 
一把就破产了 吹牛皮呢,2026-05-10T08:02:27.588Z,1778400147588 
???,2026-05-10T08:02:27.572Z,1778400147572 
目标越来越低了,2026-05-10T08:02:27.491Z,1778400147491 
区,2026-05-10T08:02:27.395Z,1778400147395 
。,2026-05-10T08:02:27.382Z,1778400147382 
千万别下,2026-05-10T08:02:27.289Z,1778400147289 
一把就破产,2026-05-10T08:02:27.177Z,1778400147177 
癔症了,2026-05-10T08:02:26.474Z,1778400146474 
我们气什么？,2026-05-10T08:02:26.144Z,1778400146144 
牛的,2026-05-10T08:02:25.967Z,1778400145967 
转personal computer吧满神,2026-05-10T08:02:25.962Z,1778400145962 
灰泽满我喜欢你,2026-05-10T08:02:25.954Z,1778400145954 
你说的,2026-05-10T08:02:25.864Z,1778400145864 
咦,2026-05-10T08:02:25.618Z,1778400145618 
狼来了,2026-05-10T08:02:25.596Z,1778400145596 
？,2026-05-10T08:02:25.459Z,1778400145459 
？,2026-05-10T08:02:25.323Z,1778400145323 
？,2026-05-10T08:02:25.243Z,1778400145243 
那下不了播了,2026-05-10T08:02:25.232Z,1778400145232 
灰泽满：我资道啊,2026-05-10T08:02:25.216Z,1778400145216 
？,2026-05-10T08:02:25.138Z,1778400145138 
耐久回,2026-05-10T08:02:24.694Z,1778400144694 
？,2026-05-10T08:02:24.627Z,1778400144627 
？,2026-05-10T08:02:24.237Z,1778400144237 
满神我们买20w豆子下播吧满神我们买20w豆子下播吧满神我们买20w豆子下播吧满,2026-05-10T08:02:24.015Z,1778400144015 
？,2026-05-10T08:02:23.885Z,1778400143885 
？,2026-05-10T08:02:23.884Z,1778400143884 
最满幻想,2026-05-10T08:02:23.846Z,1778400143846 
我不气你气不气,2026-05-10T08:02:23.434Z,1778400143434 
我来,2026-05-10T08:02:23.204Z,1778400143204 
免费的艾斯比发一发,2026-05-10T08:02:23.167Z,1778400143167 
？,2026-05-10T08:02:23.085Z,1778400143085 
？,2026-05-10T08:02:23.075Z,1778400143075 
­？,2026-05-10T08:02:22.810Z,1778400142810 
？,2026-05-10T08:02:22.726Z,1778400142726 
满神我们买20w豆子下播吧满神我们买20w豆子下播吧,2026-05-10T08:02:22.591Z,1778400142591 
下辈子,2026-05-10T08:02:22.582Z,1778400142582 
??,2026-05-10T08:02:22.544Z,1778400142544 
东山再起，卷土重来,2026-05-10T08:02:22.445Z,1778400142445 
？,2026-05-10T08:02:22.393Z,1778400142393 
？,2026-05-10T08:02:22.327Z,1778400142327 
？,2026-05-10T08:02:21.939Z,1778400141939 
😅,2026-05-10T08:02:21.856Z,1778400141856 
？,2026-05-10T08:02:21.846Z,1778400141846 
？？？,2026-05-10T08:02:21.747Z,1778400141747 
你无敌了,2026-05-10T08:02:21.723Z,1778400141723 
马上又走了吧,2026-05-10T08:02:21.698Z,1778400141698 
气气气,2026-05-10T08:02:21.663Z,1778400141663 
艾斯比,2026-05-10T08:02:21.563Z,1778400141563 
？,2026-05-10T08:02:21.501Z,1778400141501 
满神我们买20w豆子下播吧,2026-05-10T08:02:21.222Z,1778400141222 
？,2026-05-10T08:02:21.144Z,1778400141144 
爱,2026-05-10T08:02:21.140Z,1778400141140 
?,2026-05-10T08:02:21.098Z,1778400141098 
乖,2026-05-10T08:02:21.080Z,1778400141080 
又凑到欢乐豆了，律动气不气,2026-05-10T08:02:21.040Z,1778400141040 
艾斯比,2026-05-10T08:02:21.006Z,1778400141006 
满神我们充十万下播吧满神我们充十万下播吧满神我们充十万下播吧满神我们充十万下播吧,2026-05-10T08:02:20.959Z,1778400140959 
喵,2026-05-10T08:02:20.741Z,1778400140741 
😅😅😅,2026-05-10T08:02:20.530Z,1778400140530 
呃,2026-05-10T08:02:20.434Z,1778400140434 
黏住,2026-05-10T08:02:20.432Z,1778400140432 
气不气,2026-05-10T08:02:19.921Z,1778400139921 
?,2026-05-10T08:02:19.779Z,1778400139779 
我来,2026-05-10T08:02:19.171Z,1778400139171 
？？？,2026-05-10T08:02:19.099Z,1778400139099 
？,2026-05-10T08:02:19.068Z,1778400139068 
FIFA,2026-05-10T08:02:19.037Z,1778400139037 
？,2026-05-10T08:02:19.031Z,1778400139031 
？,2026-05-10T08:02:19.028Z,1778400139028 
区,2026-05-10T08:02:18.535Z,1778400138535 
闹麻,2026-05-10T08:02:18.459Z,1778400138459 
灰泽满我喜欢你,2026-05-10T08:02:17.817Z,1778400137817 
满神我们充十万下播吧满神我们充十万下播吧满神我们充十万下播吧,2026-05-10T08:02:17.696Z,1778400137696 
？,2026-05-10T08:02:17.435Z,1778400137435 
无敌了,2026-05-10T08:02:17.426Z,1778400137426 
乖,2026-05-10T08:02:17.367Z,1778400137367 
绿冻买好泡面和奶茶吧 今天要打到凌晨五点了,2026-05-10T08:02:17.352Z,1778400137352 
我来­,2026-05-10T08:02:17.222Z,1778400137222 
转personal computer吧满神,2026-05-10T08:02:17.167Z,1778400137167 
满神我们买20w豆子下播吧,2026-05-10T08:02:17.135Z,1778400137135 
好气好气好气,2026-05-10T08:02:17.124Z,1778400137124 
灰泽满：我资道啊,2026-05-10T08:02:17.099Z,1778400137099 
咦,2026-05-10T08:02:17.088Z,1778400137088 
？,2026-05-10T08:02:17.045Z,1778400137045 
我来,2026-05-10T08:02:16.834Z,1778400136834 
艾斯比,2026-05-10T08:02:16.715Z,1778400136715 
？,2026-05-10T08:02:16.451Z,1778400136451 
？,2026-05-10T08:02:16.279Z,1778400136279 
?,2026-05-10T08:02:15.930Z,1778400135930 
？,2026-05-10T08:02:15.901Z,1778400135901 
？？？,2026-05-10T08:02:15.713Z,1778400135713 
nb...,2026-05-10T08:02:15.656Z,1778400135656 
免费的艾斯比发一发,2026-05-10T08:02:15.642Z,1778400135642 
什么战续,2026-05-10T08:02:15.223Z,1778400135223 
我来,2026-05-10T08:02:14.875Z,1778400134875 
还在薅羊毛,2026-05-10T08:02:14.795Z,1778400134795 
继续输,2026-05-10T08:02:14.721Z,1778400134721 
咦,2026-05-10T08:02:14.620Z,1778400134620 
？,2026-05-10T08:02:13.954Z,1778400133954 
满姐，咱家有钱了,2026-05-10T08:02:13.933Z,1778400133933 
FIFA,2026-05-10T08:02:13.681Z,1778400133681 
我来,2026-05-10T08:02:13.634Z,1778400133634 
免费的艾斯比发一下,2026-05-10T08:02:13.543Z,1778400133543 
赖住,2026-05-10T08:02:13.138Z,1778400133138 
大大方方亮二维码,2026-05-10T08:02:12.780Z,1778400132780 
我来扫,2026-05-10T08:02:12.604Z,1778400132604 
？,2026-05-10T08:02:12.063Z,1778400132063 
爱,2026-05-10T08:02:11.921Z,1778400131921 
再来一把再来一把,2026-05-10T08:02:11.682Z,1778400131682 
？？？,2026-05-10T08:02:11.038Z,1778400131038 
唉,2026-05-10T08:02:10.831Z,1778400130831 
我扫,2026-05-10T08:02:10.791Z,1778400130791 
😅,2026-05-10T08:02:10.696Z,1778400130696 
？,2026-05-10T08:02:10.652Z,1778400130652 
乖,2026-05-10T08:02:10.259Z,1778400130259 
？,2026-05-10T08:02:10.097Z,1778400130097 
有吗,2026-05-10T08:02:10.048Z,1778400130048 
？,2026-05-10T08:02:10.039Z,1778400130039 
灰泽满我喜欢你,2026-05-10T08:02:10.000Z,1778400130000 
东拼西凑,2026-05-10T08:02:09.732Z,1778400129732 
扫我的号扫我的号扫我的号扫我的号,2026-05-10T08:02:09.719Z,1778400129719 
免费的艾斯比发一发,2026-05-10T08:02:09.685Z,1778400129685 
？,2026-05-10T08:02:09.496Z,1778400129496 
灰泽满：我资道啊,2026-05-10T08:02:09.166Z,1778400129166 
？,2026-05-10T08:02:08.767Z,1778400128767 
？,2026-05-10T08:02:08.597Z,1778400128597 
血压好高..捏麻麻地,2026-05-10T08:02:08.434Z,1778400128434 
我来,2026-05-10T08:02:08.106Z,1778400128106 
fifa,2026-05-10T08:02:07.618Z,1778400127618 
？,2026-05-10T08:02:07.496Z,1778400127496 
？,2026-05-10T08:02:07.410Z,1778400127410 
？,2026-05-10T08:02:06.860Z,1778400126860 
转personal computer吧满神,2026-05-10T08:02:06.468Z,1778400126468 
换游戏换游戏换游戏换游戏换游戏换游戏换游戏换游戏换游戏,2026-05-10T08:02:06.387Z,1778400126387 
？,2026-05-10T08:02:06.177Z,1778400126177 
？,2026-05-10T08:02:06.097Z,1778400126097 
我来,2026-05-10T08:02:04.898Z,1778400124898 
首充6元即可下播,2026-05-10T08:02:04.577Z,1778400124577 
满神我看力竭了,2026-05-10T08:02:04.502Z,1778400124502 
我­来,2026-05-10T08:02:04.474Z,1778400124474 
我来,2026-05-10T08:02:04.448Z,1778400124448 
FIFA,2026-05-10T08:02:04.263Z,1778400124263 
我来,2026-05-10T08:02:04.209Z,1778400124209 
我们买20w豆子下播吧,2026-05-10T08:02:04.157Z,1778400124157 
满区输急眼了,2026-05-10T08:02:04.088Z,1778400124088 
通行证吧,2026-05-10T08:02:03.942Z,1778400123942 
充值吧,2026-05-10T08:02:03.852Z,1778400123852 
我来,2026-05-10T08:02:03.669Z,1778400123669 
？,2026-05-10T08:02:03.537Z,1778400123537 
免费的艾斯比发一发,2026-05-10T08:02:03.492Z,1778400123492 
乖,2026-05-10T08:02:03.307Z,1778400123307 
FIFA的,2026-05-10T08:02:03.219Z,1778400123219 
充！,2026-05-10T08:02:03.145Z,1778400123145 
我来,2026-05-10T08:02:03.078Z,1778400123078 
我来,2026-05-10T08:02:03.003Z,1778400123003 
fifa了,2026-05-10T08:02:02.971Z,1778400122971 
灰泽满我喜欢你,2026-05-10T08:02:02.859Z,1778400122859 
我来,2026-05-10T08:02:02.587Z,1778400122587 
战令,2026-05-10T08:02:02.512Z,1778400122512 
我来,2026-05-10T08:02:02.299Z,1778400122299 
fifa了,2026-05-10T08:02:02.077Z,1778400122077 
通行证,2026-05-10T08:02:02.005Z,1778400122005 
战令,2026-05-10T08:02:02.005Z,1778400122005 
灰泽满我喜欢你,2026-05-10T08:02:01.773Z,1778400121773 
？,2026-05-10T08:02:01.678Z,1778400121678 
要花钱的 通行证,2026-05-10T08:02:01.342Z,1778400121342 
？,2026-05-10T08:02:01.304Z,1778400121304 
灰泽满：我资道啊,2026-05-10T08:02:01.212Z,1778400121212 
别别别,2026-05-10T08:02:01.186Z,1778400121186 
？,2026-05-10T08:02:01.145Z,1778400121145 
血压好高..捏麻麻地,2026-05-10T08:02:01.079Z,1778400121079 
免费的艾斯比发一下,2026-05-10T08:02:00.988Z,1778400120988 
我来,2026-05-10T08:02:00.915Z,1778400120915 
通行证来了,2026-05-10T08:02:00.629Z,1778400120629 
我来,2026-05-10T08:02:00.122Z,1778400120122 
艾斯比,2026-05-10T08:02:00.086Z,1778400120086 
要花钱了,2026-05-10T08:02:00.078Z,1778400120078 
想买1吧,2026-05-10T08:01:59.973Z,1778400119973 
我来,2026-05-10T08:01:59.716Z,1778400119716 
充10w下播,2026-05-10T08:01:59.603Z,1778400119603 
？,2026-05-10T08:01:59.572Z,1778400119572 
通行证,2026-05-10T08:01:59.514Z,1778400119514 
咦,2026-05-10T08:01:59.270Z,1778400119270 
通行证,2026-05-10T08:01:59.081Z,1778400119081 
？­,2026-05-10T08:01:59.030Z,1778400119030 
？,2026-05-10T08:01:58.918Z,1778400118918 
？,2026-05-10T08:01:58.446Z,1778400118446 
通行证,2026-05-10T08:01:58.418Z,1778400118418 
大伙给你扫,2026-05-10T08:01:58.387Z,1778400118387 
转personal computer吧满神,2026-05-10T08:01:57.947Z,1778400117947 
直接充20w,2026-05-10T08:01:57.879Z,1778400117879 
pc,2026-05-10T08:01:57.828Z,1778400117828 
上头了,2026-05-10T08:01:57.458Z,1778400117458 
我来,2026-05-10T08:01:57.190Z,1778400117190 
免费的艾斯比发一发,2026-05-10T08:01:56.891Z,1778400116891 
乖,2026-05-10T08:01:56.752Z,1778400116752 
直接充20万下播了,2026-05-10T08:01:56.427Z,1778400116427 
氪金咯,2026-05-10T08:01:56.391Z,1778400116391 
?,2026-05-10T08:01:55.611Z,1778400115611 
？,2026-05-10T08:01:55.403Z,1778400115403 
通行证,2026-05-10T08:01:54.905Z,1778400114905 
好,2026-05-10T08:01:54.528Z,1778400114528 
两小时了,2026-05-10T08:01:54.264Z,1778400114264 
？,2026-05-10T08:01:54.163Z,1778400114163 
玩竞拍之王吧,2026-05-10T08:01:54.090Z,1778400114090 
大大方方氪,2026-05-10T08:01:54.024Z,1778400114024 
灰泽满我喜欢你,2026-05-10T08:01:54.012Z,1778400114012 
充到20w,2026-05-10T08:01:54.002Z,1778400114002 
满神两个小时了该下播了,2026-05-10T08:01:53.960Z,1778400113960 
花钱的,2026-05-10T08:01:53.949Z,1778400113949 
我来我来,2026-05-10T08:01:53.873Z,1778400113873 
我来,2026-05-10T08:01:53.837Z,1778400113837 
换个QQ号换个QQ号换个QQ号换个QQ号换个QQ号换个QQ号换个QQ号换个QQ号,2026-05-10T08:01:53.807Z,1778400113807 
换游戏换游戏换游戏换游戏换游戏换游戏换游戏,2026-05-10T08:01:53.523Z,1778400113523 
满神我们买20w豆子下播吧满神我们买20w豆子下播吧满神我们买20w豆子下播吧满,2026-05-10T08:01:53.462Z,1778400113462 
那就不用下播了,2026-05-10T08:01:53.454Z,1778400113454 
放码 ,2026-05-10T08:01:53.391Z,1778400113391 
首充6元20万,2026-05-10T08:01:53.340Z,1778400113340 
灰泽满：我资道啊,2026-05-10T08:01:53.130Z,1778400113130 
充个10w下播算你有诚意了满区,2026-05-10T08:01:52.678Z,1778400112678 
我来我来,2026-05-10T08:01:52.524Z,1778400112524 
呵呵,2026-05-10T08:01:51.521Z,1778400111521 
早上起来低血压头发昏，感谢小满我现在已经在吃降压药了,2026-05-10T08:01:51.363Z,1778400111363 
还能下播吗,2026-05-10T08:01:50.101Z,1778400110101 
10万下播呢,2026-05-10T08:01:50.027Z,1778400110027 
说好10w下播呢,2026-05-10T08:01:49.711Z,1778400109711 
免费的艾斯比发一发,2026-05-10T08:01:49.454Z,1778400109454 
归0,2026-05-10T08:01:49.259Z,1778400109259 
充20w,2026-05-10T08:01:48.991Z,1778400108991 
满神我们买20w豆子下播吧满神我们买20w豆子下播吧满神我们买20w豆子下播吧满,2026-05-10T08:01:48.237Z,1778400108237 
区,2026-05-10T08:01:48.177Z,1778400108177 
血压好高..捏麻麻地,2026-05-10T08:01:48.124Z,1778400108124 
区,2026-05-10T08:01:48.094Z,1778400108094 
我来,2026-05-10T08:01:48.046Z,1778400108046 
转personal computer吧满神,2026-05-10T08:01:47.318Z,1778400107318 
那就去pc,2026-05-10T08:01:46.903Z,1778400106903 
满区,2026-05-10T08:01:46.709Z,1778400106709 
你们来,2026-05-10T08:01:46.677Z,1778400106677 
🐞,2026-05-10T08:01:46.594Z,1778400106594 
乖,2026-05-10T08:01:46.396Z,1778400106396 
灰泽满我喜欢你,2026-05-10T08:01:46.301Z,1778400106301 
十几万在哪,2026-05-10T08:01:46.230Z,1778400106230 
我­来,2026-05-10T08:01:46.142Z,1778400106142 
充到20w也是20w,2026-05-10T08:01:46.042Z,1778400106042 
我来,2026-05-10T08:01:45.927Z,1778400105927 
氪金,2026-05-10T08:01:45.904Z,1778400105904 
我来,2026-05-10T08:01:45.406Z,1778400105406 
灰泽满：我资道啊,2026-05-10T08:01:45.124Z,1778400105124 
我来,2026-05-10T08:01:44.682Z,1778400104682 
赫赫,2026-05-10T08:01:44.118Z,1778400104118 
20w下播,2026-05-10T08:01:43.971Z,1778400103971 
免费的艾斯比发一发,2026-05-10T08:01:43.694Z,1778400103694 
我来,2026-05-10T08:01:43.690Z,1778400103690 
早上起来低血压头发昏，感谢小满我现在已经在吃降压药了,2026-05-10T08:01:42.614Z,1778400102614 
软蛋,2026-05-10T08:01:42.499Z,1778400102499 
满神玩得明白三国杀单机模式吗？,2026-05-10T08:01:42.484Z,1778400102484 
满神我们买20w豆子下播吧,2026-05-10T08:01:42.039Z,1778400102039 
满神，我们让美羽那安抚一下心灵吧,2026-05-10T08:01:41.404Z,1778400101404 
pc,2026-05-10T08:01:40.657Z,1778400100657 
?,2026-05-10T08:01:40.473Z,1778400100473 
还有羊毛满神,2026-05-10T08:01:40.472Z,1778400100472 
艾斯比,2026-05-10T08:01:40.062Z,1778400100062 
转personal computer吧满神,2026-05-10T08:01:39.560Z,1778400099560 
绿冻买好泡面和奶茶吧 今天要打到凌晨五点了,2026-05-10T08:01:39.510Z,1778400099510 
wqndyd,2026-05-10T08:01:39.143Z,1778400099143 
换游戏换游戏换游戏换游戏,2026-05-10T08:01:39.020Z,1778400099020 
免费的艾斯比发一发,2026-05-10T08:01:38.551Z,1778400098551 
灰泽满我喜欢你,2026-05-10T08:01:38.250Z,1778400098250 
充十万吧,2026-05-10T08:01:38.094Z,1778400098094 
什么时候pc?什么时候pc?什么时候pc?什么时候pc?什么时候pc?,2026-05-10T08:01:37.452Z,1778400097452 
灰泽满：我资道啊,2026-05-10T08:01:37.115Z,1778400097115 
pc,2026-05-10T08:01:36.419Z,1778400096419 
两小时了 该充钱下播了,2026-05-10T08:01:36.187Z,1778400096187 
早上起来低血压头发昏，感谢小满我现在已经在吃降压药了,2026-05-10T08:01:35.569Z,1778400095569 
说好的10w下播呢,2026-05-10T08:01:35.385Z,1778400095385 
早上起来低血压头发昏，感谢小满我现在已经在吃降压药了,2026-05-10T08:01:34.352Z,1778400094352 
氪个10w下播吧,2026-05-10T08:01:34.228Z,1778400094228 
0,2026-05-10T08:01:34.072Z,1778400094072 
满身的话不能信了,2026-05-10T08:01:33.306Z,1778400093306 
（打到十万下播）,2026-05-10T08:01:32.740Z,1778400092740 
就播俩小时 做人真可以,2026-05-10T08:01:32.129Z,1778400092129 
pc,2026-05-10T08:01:30.432Z,1778400090432 
灰泽满我喜欢你,2026-05-10T08:01:30.409Z,1778400090409 
玩竞拍之王吧求求你了,2026-05-10T08:01:30.217Z,1778400090217 
免费的艾斯比发一发,2026-05-10T08:01:30.150Z,1778400090150 
­pc,2026-05-10T08:01:29.279Z,1778400089279 
灰泽满：我资道啊,2026-05-10T08:01:29.216Z,1778400089216 
pc,2026-05-10T08:01:29.017Z,1778400089017 
不是赢到10w？实在不行直接充到10w吧,2026-05-10T08:01:28.827Z,1778400088827 
2小时了该下播了满神,2026-05-10T08:01:28.743Z,1778400088743 
打不过就丨吧,2026-05-10T08:01:28.545Z,1778400088545 
20w下播！ 当前余额：0,2026-05-10T08:01:28.386Z,1778400088386 
pc,2026-05-10T08:01:28.323Z,1778400088323 
转personal computer吧满神,2026-05-10T08:01:28.150Z,1778400088150 
早上起来低血压头发昏，感谢小满我现在已经在吃降压药了,2026-05-10T08:01:27.050Z,1778400087050 
不充到十万还想下播不充到十万还想下播不充到十万还想下播,2026-05-10T08:01:26.934Z,1778400086934 
满神竞拍之王试下,2026-05-10T08:01:26.758Z,1778400086758 
何谈降啊,2026-05-10T08:01:26.712Z,1778400086712 
pc,2026-05-10T08:01:26.516Z,1778400086516 
免费的艾斯比发一发,2026-05-10T08:01:26.025Z,1778400086025 
你十万豆呢就下播,2026-05-10T08:01:25.868Z,1778400085868 
pc,2026-05-10T08:01:25.298Z,1778400085298 
直接pc,2026-05-10T08:01:24.707Z,1778400084707 
不pc就丨,2026-05-10T08:01:24.208Z,1778400084208 
耻辱下播。让你玩兔女郎不听,2026-05-10T08:01:23.533Z,1778400083533 
输光了就去朴输光了就去朴,2026-05-10T08:01:23.458Z,1778400083458 
wqndyd,2026-05-10T08:01:23.348Z,1778400083348 
灰泽满我喜欢你,2026-05-10T08:01:22.422Z,1778400082422 
言而无信的宝藏主播一枚呀！,2026-05-10T08:01:21.739Z,1778400081739 
满神我们去🐞,2026-05-10T08:01:21.719Z,1778400081719 
灰泽满：我资道啊,2026-05-10T08:01:21.000Z,1778400081000 
免费的艾斯比发一发,2026-05-10T08:01:20.915Z,1778400080915 
呜,2026-05-10T08:01:20.639Z,1778400080639 
呜,2026-05-10T08:01:20.014Z,1778400080014 
艾斯比,2026-05-10T08:01:19.586Z,1778400079586 
？,2026-05-10T08:01:19.424Z,1778400079424 
绿冻买好泡面和奶茶吧 今天要打到凌晨五点了,2026-05-10T08:01:19.178Z,1778400079178 
满神你下播吧，我这次就不挽留你了,2026-05-10T08:01:19.150Z,1778400079150 
pc,2026-05-10T08:01:18.736Z,1778400078736 
😅,2026-05-10T08:01:18.140Z,1778400078140 
大大方方pc,2026-05-10T08:01:17.962Z,1778400077962 
大大方方求你瞳姐,2026-05-10T08:01:17.727Z,1778400077727 
？,2026-05-10T08:01:17.408Z,1778400077408 
早上起来低血压头发昏，感谢小满我现在已经在吃降压药了,2026-05-10T08:01:17.353Z,1778400077353 
？？？？,2026-05-10T08:01:16.952Z,1778400076952 
pc,2026-05-10T08:01:16.829Z,1778400076829 
？,2026-05-10T08:01:16.791Z,1778400076791 
转personal computer吧满神,2026-05-10T08:01:16.666Z,1778400076666 
？­,2026-05-10T08:01:16.309Z,1778400076309 
不pc？,2026-05-10T08:01:16.249Z,1778400076249 
大大方方pc,2026-05-10T08:01:16.222Z,1778400076222 
哦哦哦，灰顺满输咯,2026-05-10T08:01:16.086Z,1778400076086 
？,2026-05-10T08:01:16.060Z,1778400076060 
我来,2026-05-10T08:01:15.885Z,1778400075885 
你们来,2026-05-10T08:01:15.656Z,1778400075656 
说好的十万下播呢,2026-05-10T08:01:15.510Z,1778400075510 
十万赚到了吗？,2026-05-10T08:01:15.425Z,1778400075425 
？,2026-05-10T08:01:15.259Z,1778400075259 
满神充6元就又20万豆了，可以下播了,2026-05-10T08:01:15.040Z,1778400075040 
艾斯比,2026-05-10T08:01:14.982Z,1778400074982 
pjn,2026-05-10T08:01:14.955Z,1778400074955 
哼,2026-05-10T08:01:14.808Z,1778400074808 
右下角240底分30，自己不会乘吗,2026-05-10T08:01:14.662Z,1778400074662 
？,2026-05-10T08:01:14.638Z,1778400074638 
0,2026-05-10T08:01:14.538Z,1778400074538 
说好的十万呢说好的十万呢说好的十万呢说好的十万呢,2026-05-10T08:01:14.536Z,1778400074536 
免费的艾斯比发一发,2026-05-10T08:01:14.507Z,1778400074507 
灰泽满我喜欢你,2026-05-10T08:01:14.294Z,1778400074294 
区,2026-05-10T08:01:14.255Z,1778400074255 
丢人下播是吧,2026-05-10T08:01:14.072Z,1778400074072 
说好十万呢,2026-05-10T08:01:13.923Z,1778400073923 
玩竞拍之王吧求求你了玩竞拍之王吧求求你了玩竞拍之王吧求求你了玩竞拍之王吧求求你了,2026-05-10T08:01:13.628Z,1778400073628 
6元下播了,2026-05-10T08:01:13.305Z,1778400073305 
换游戏换游戏换游戏换游戏换游戏,2026-05-10T08:01:13.229Z,1778400073229 
wqndyd,2026-05-10T08:01:13.206Z,1778400073206 
灰泽满：我资道啊,2026-05-10T08:01:13.179Z,1778400073179 
智力有问题,2026-05-10T08:01:13.143Z,1778400073143 
？,2026-05-10T08:01:12.983Z,1778400072983 
？,2026-05-10T08:01:12.913Z,1778400072913 
不许下,2026-05-10T08:01:12.834Z,1778400072834 
不充到十万还想下播不充到十万还想下播不充到十万还想下播,2026-05-10T08:01:12.283Z,1778400072283 
区,2026-05-10T08:01:12.054Z,1778400072054 
能充钱吗,2026-05-10T08:01:12.042Z,1778400072042 
换项目,2026-05-10T08:01:11.889Z,1778400071889 
pcpcpcpc,2026-05-10T08:01:11.831Z,1778400071831 
打到十万下播,2026-05-10T08:01:11.810Z,1778400071810 
我来,2026-05-10T08:01:11.518Z,1778400071518 
不是10w？,2026-05-10T08:01:11.366Z,1778400071366 
区,2026-05-10T08:01:11.289Z,1778400071289 
不是20w,2026-05-10T08:01:11.221Z,1778400071221 
遮沙避风了,2026-05-10T08:01:10.734Z,1778400070734 
区,2026-05-10T08:01:10.580Z,1778400070580 
节目效果,2026-05-10T08:01:10.376Z,1778400070376 
没事够钟收工了,2026-05-10T08:01:10.224Z,1778400070224 
满神我们买20w豆子下播吧满神我们买20w豆子下播吧满神我们买20w豆子下播吧满,2026-05-10T08:01:10.221Z,1778400070221 
还不是你太菜了,2026-05-10T08:01:10.200Z,1778400070200 
pc,2026-05-10T08:01:10.187Z,1778400070187 
我来,2026-05-10T08:01:09.935Z,1778400069935 
免费的艾斯比发一发,2026-05-10T08:01:09.898Z,1778400069898 
菜就多练,2026-05-10T08:01:09.431Z,1778400069431 
？,2026-05-10T08:01:09.351Z,1778400069351 
早上起来低血压头发昏，感谢小满我现在已经在吃降压药了,2026-05-10T08:01:09.208Z,1778400069208 
转personal computer吧满神,2026-05-10T08:01:09.192Z,1778400069192 
pc,2026-05-10T08:01:08.751Z,1778400068751 
？­,2026-05-10T08:01:08.466Z,1778400068466 
？,2026-05-10T08:01:08.413Z,1778400068413 
区,2026-05-10T08:01:08.362Z,1778400068362 
呜,2026-05-10T08:01:08.210Z,1778400068210 
？,2026-05-10T08:01:08.196Z,1778400068196 
？,2026-05-10T08:01:08.179Z,1778400068179 
大大方方pc,2026-05-10T08:01:08.167Z,1778400068167 
快去pc,2026-05-10T08:01:08.137Z,1778400068137 
玩竞拍之王吧求求你了玩竞拍之王吧求求你了玩竞拍之王吧求求你了玩竞拍之王吧求求你了,2026-05-10T08:01:08.130Z,1778400068130 
????,2026-05-10T08:01:07.977Z,1778400067977 
？,2026-05-10T08:01:07.910Z,1778400067910 
我来,2026-05-10T08:01:07.867Z,1778400067867 
？,2026-05-10T08:01:07.707Z,1778400067707 
呜,2026-05-10T08:01:07.641Z,1778400067641 
?,2026-05-10T08:01:07.620Z,1778400067620 
艾斯比,2026-05-10T08:01:07.577Z,1778400067577 
丢人下播是吧,2026-05-10T08:01:07.556Z,1778400067556 
哦哦哦，灰顺满输咯,2026-05-10T08:01:07.353Z,1778400067353 
？,2026-05-10T08:01:07.232Z,1778400067232 
区,2026-05-10T08:01:07.217Z,1778400067217 
？？？,2026-05-10T08:01:07.133Z,1778400067133 
?,2026-05-10T08:01:07.100Z,1778400067100 
不准走,2026-05-10T08:01:07.090Z,1778400067090 
？,2026-05-10T08:01:06.731Z,1778400066731 
